"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","AFR","Africa","","KEN","Kenya","","0.026","0.02600","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Kenya </br><b>Year: </b>2009</br><b> Data Source:</b> Kenya Bureau of Statistics"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","CHN","China","","0.697","0.69700","","","<b>Community and traditional health workers: </b>Includes Village doctors and assistants</br><b> Country: </b>China </br><b>Year: </b>2005</br><b> Data Source:</b> National Bureau of Statistics of China"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","LBN","Lebanon","","1.32","1.32000","","","<b>Nursing and midwifery personnel: </b>Includes Nursing and midwifery persnnel</br><b> Country: </b>Lebanon </br><b>Year: </b>2005</br><b> Data Source:</b> WHO/EMR Country Profiles database"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","NIU","Niue","","1","1.00000","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Niue</br><b>Year: </b>2004</br><b> Data Source:</b> WHO/WPR Core Indicators 2005 database"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2007","2007","","EUR","Europe","","TUR","Turkey","","0.256","0.25600","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Turkey </br><b>Year: </b>2007</br><b> Data Source:</b> Ministry of Health"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","MMR","Myanmar","","0.069","0.06900","","","<b>Dentistry personnel: </b>Includes Dental Surgeons, Dental Nurses</br><b> Country: </b>Myanmar </br><b>Year: </b>2012</br><b> Data Source:</b> Health in Myanmar, 2013"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1991","1991","","SEAR","South-East Asia","","MDV","Maldives","","0.176","0.17600","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","KIR","Kiribati","","0.238","0.23800","","","<b>Physician: </b>Includes Physicians </br><b> Country: </b>Kiribati </br><b>Year: </b>2008</br><b> Data Source:</b> Mapping Human Resources for Health Profiles from 15 Pacific Island Countries"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","AMR","Americas","","MEX","Mexico","","0.108","0.10800","","","<b>Dentistry personnel: </b>Includes Practising dentists</br><b> Country: </b>Mexico </br><b>Year: </b>2009</br><b> Data Source:</b> OECD Health Data, December 2013"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2000","2000","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","0.754","0.75400","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Saint Vincent and the Grenadines</br><b>Year: </b>2000</br><b> Data Source:</b> WHO/AMR Country Health Profiles database"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","MMR","Myanmar","","0.035","0.03500","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1996","1996","","EUR","Europe","","TUR","Turkey","","1.106","1.10600","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Turkey </br><b>Year: </b>1996</br><b> Data Source:</b> Ministry of Health"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CRI","Costa Rica","","0.535","0.53500","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist, Pharmaceutical assistant</br><b> Country: </b>Costa Rica </br><b>Year: </b>2000</br><b> Data Source:</b> Census (IPUMS)"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MMR","Myanmar","","0.991","0.99100","","",""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","1995","1995","","EUR","Europe","","TUR","Turkey","","0.303","0.30300","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Turkey </br><b>Year: </b>1995</br><b> Data Source:</b> Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SYC","Seychelles","","4.904","4.90400","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>Seychelles </br><b>Year: </b>2008</br><b> Data Source:</b> National Statistics Bureau "
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1999","1999","","EUR","Europe","","LVA","Latvia","","0.782","0.78200","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","LBY","Libya","","1.249","1.24900","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Libyan Arab Jamahiriya</br><b>Year: </b>2004</br><b> Data Source:</b> WHO/EMR Country Profiles database"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","SGP","Singapore","","4.479","4.47900","","","<b>Nursing and midwifery personnel: </b>Includes Registered Nurses, Enrolled Nurses, Registered Midwives</br><b> Country: </b>Singapore </br><b>Year: </b>2004</br><b> Data Source:</b> Yearbook of Statistics Singapore, 2010 "
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","CHN","China","","0.724","0.72400","","",""
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","TUN","Tunisia","","3.158","3.15800","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2007","2007","","AFR","Africa","","GHA","Ghana","","0.072","0.07200","","","<b>Physician: </b>Includes Medical Officers</br><b> Country: </b>Ghana </br><b>Year: </b>2007</br><b> Data Source:</b> "The Health Sector in Ghana. Facts and Figures" - 2008 Ghana Health Service"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","SDN","Sudan","","0.01","0.01000","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists </br><b> Country: </b>Sudan </br><b>Year: </b>2008</br><b> Data Source:</b> WHO EMRO Country Profiles "
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AZE","Azerbaijan","","0.035","0.03500","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IDN","Indonesia","","0.204","0.20400","","","<b>Physician: </b>Includes Medis Spesialis (Specialist), Medis Dokter (General Practitioners)</br><b> Country: </b>Indonesia </br><b>Year: </b>2012</br><b> Data Source:</b> Kementerian Kesehatan Republik Indonesia"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","AFR","Africa","","ZAF","South Africa","","4.641","4.64100","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>South Africa </br><b>Year: </b>2009</br><b> Data Source:</b> South African Nursing Council"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","MNG","Mongolia","","0.033","0.03300","","","<b>Environment and public health workers: </b>Includes Environmental Health Officer</br><b> Country: </b>Mongolia </br><b>Year: </b>2002</br><b> Data Source:</b> Census (IPUMS)"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","BHR","Bahrain","","0.188","0.18800","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists & Technicians</br><b> Country: </b>Bahrain </br><b>Year: </b>2000</br><b> Data Source:</b> Bahrain Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","JOR","Jordan","","3.241","3.24100","","","<b>Nursing and midwifery personnel: </b>Includes Nursing associate professionals, auxiliary nurses-Aid nurse , auxiliary nurses-assistant nurse, professional registered nurse, registered midwives/midwives</br><b> Country: </b>Jordan </br><b>Year: </b>2004</br><b> Data Source:</b> Jordan Medical Association"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","THA","Thailand","","0.214","0.21400","","","<b>Dentistry personnel: </b>Includes Dentists, Dental nurses</br><b> Country: </b>Thailand </br><b>Year: </b>2009</br><b> Data Source:</b> Ministry of Public Health"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZWE","Zimbabwe","","0.053","0.05300","","","<b>Laboratory health workers: </b>Includes Radiography, Laboratory</br><b> Country: </b>Zimbabwe </br><b>Year: </b>2011</br><b> Data Source:</b> Zimbabwe National Statistics Agency"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1998","1998","","WPR","Western Pacific","","KHM","Cambodia","","0.141","0.14100","","",""
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1997","1997","","AMR","Americas","","TTO","Trinidad and Tobago","","0.042","0.04200","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.058","0.05800","","","<b>Dentistry personnel: </b>Includes Dental surgeons, School dental therapists</br><b> Country: </b>Sri Lanka </br><b>Year: </b>2012</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","KOR","Republic of Korea","","1.838","1.83800","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Republic of Korea</br><b>Year: </b>2006</br><b> Data Source:</b> Ministry of Health & Welfare"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2006","2006","","AFR","Africa","","GMB","Gambia","","0.04","0.04000","","","<b>Laboratory health workers: </b>Includes Laboratory workers</br><b> Country: </b>Gambia</br><b>Year: </b>2006</br><b> Data Source:</b> HRH Unit 2008"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2002","2002","","AMR","Americas","","CAN","Canada","","1.074","1.07400","","","<b>Laboratory health workers: </b>Includes Medical laboratory technologists, Medical physicists, Medical radiation technologists</br><b> Country: </b>Canada </br><b>Year: </b>2002</br><b> Data Source:</b> Health Personnel Database, Canadian Institute for Health Information"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2000","2000","","AMR","Americas","","MEX","Mexico","","0.46","0.46000","","","<b>Laboratory health workers: </b>Includes T�cnicos laboratoristas qu�micos y bi�logos</br><b> Country: </b>Mexico </br><b>Year: </b>2000</br><b> Data Source:</b> Census2000"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1992","1992","","AMR","Americas","","BRA","Brazil","","1.145","1.14500","","","<b>Physician: </b>Includes M�dicos (Doctors)</br><b> Country: </b>Brazil </br><b>Year: </b>1992</br><b> Data Source:</b> Minist�rio da Sa�de/SGTES/DEGERTS/CONPROF"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","AFR","Africa","","BWA","Botswana","","0.137","0.13700","","","<b>Pharmaceutical personnel: </b>Includes Senior pharmacy technician, Pharmacist  , Pharmacy technician</br><b> Country: </b>Botswana </br><b>Year: </b>2008</br><b> Data Source:</b> Statistics Botswana"
